	U	pvalue	MoreIn	qvalue	Pathways
EC:2.7.1.74	2811.0	0.8084509414902827	swab	0.8468543407677349	
EC:2.7.1.76	2811.0	0.8084509414902827	swab	0.8468543407677349	
EC:2.7.1.8	1925.0	1.2874395899874799e-05	swab	5.420931659415786e-05	Amino sugar and nucleotide sugar metabolism;Metabolic pathways
EC:2.7.1.83	1285.0	1.232573431053408e-05	swab	5.2104240494530426e-05	Pyrimidine metabolism;Metabolic pathways
EC:2.7.1.85	52.0	0.6495629244115453	swab	0.7125205617006642	
EC:2.7.1.89	2110.0	0.910091610011964	swab	0.9323208591070838	
EC:2.7.1.90	2028.0	0.0014847242819980714	swab	0.0037717639420354805	Biosynthesis of secondary metabolites;Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Microbial metabolism in diverse environments;Metabolic pathways;Fructose and mannose metabolism;Biosynthesis of antibiotics
EC:2.7.1.92	3431.0	0.7124246073397554	swab	0.7680827797881739	
EC:2.7.1.95	1271.0	0.04657188039993032	swab	0.07627660962898236	
EC:2.7.10.1	2488.0	0.34646891483347164	swab	0.4222774979081458	
EC:2.7.10.2	996.0	0.002763554829804252	swab	0.006481626952797473	
EC:2.7.11.1	3058.0	0.17455025354522702	skin	0.23556024752885843	
EC:2.7.11.17	28.0	0.002355634033724315	swab	0.0056487681593456384	
EC:2.7.11.5	2973.0	0.24724877804047474	swab	0.31611783396806664	
EC:2.7.13.1	1131.0	0.0054600064174735955	swab	0.011844780656162292	
EC:2.7.13.3	2900.0	0.07561541213539075	skin	0.11561212763230937	
EC:2.7.14.1	2248.0	0.0004554182466465415	swab	0.001328976302287793	
EC:2.7.2.1	1791.0	2.3867623009913396e-06	skin	1.2331605221788589e-05	Pyruvate metabolism;Propanoate metabolism;Taurine and hypotaurine metabolism;Microbial metabolism in diverse environments;Carbon fixation pathways in prokaryotes;Metabolic pathways;Methane metabolism
EC:2.7.2.11	2150.0	0.00016616848829866264	skin	0.0005250138795728794	Carbapenem biosynthesis;Arginine and proline metabolism;Metabolic pathways;Biosynthesis of antibiotics
EC:2.7.2.15	351.0	0.02419618028957937	swab	0.04341915238205559	Metabolic pathways;Propanoate metabolism
EC:2.7.2.2	3184.0	0.30602469726079706	swab	0.38013172325252315	
EC:2.7.2.3	2136.0	0.00014312939076093338	swab	0.0004617703873870837	Biosynthesis of secondary metabolites;Glycolysis / Gluconeogenesis;Carbon fixation in photosynthetic organisms;Microbial metabolism in diverse environments;Biosynthesis of antibiotics;Metabolic pathways
EC:2.7.2.4	2658.0	0.015586717870853124	skin	0.029982004969203987	Biosynthesis of secondary metabolites;Monobactam biosynthesis;Glycine, serine and threonine metabolism;Biosynthesis of antibiotics;Microbial metabolism in diverse environments;Lysine biosynthesis;Cysteine and methionine metabolism;Metabolic pathways
EC:2.7.2.7	881.0	7.462163675973456e-12	swab	1.5961568102907221e-10	Butanoate metabolism;Metabolic pathways
EC:2.7.2.8	1178.0	2.2514051714476735e-10	swab	2.9186397949858025e-09	Biosynthesis of antibiotics;Metabolic pathways;Arginine biosynthesis;Biosynthesis of secondary metabolites
EC:2.7.3.9	1486.0	3.26916643888378e-08	skin	2.5899063010268165e-07	
EC:2.7.4.1	2539.0	0.006256678856343133	skin	0.01334300705256028	Oxidative phosphorylation
EC:2.7.4.14	3551.0	0.9598160605248126	swab	0.9702488437913867	
EC:2.7.4.16	2043.0	5.136768088648348e-05	swab	0.00018654578848249263	Thiamine metabolism;Metabolic pathways
EC:2.7.4.2	841.0	9.224895348123208e-08	skin	6.711582023685558e-07	Terpenoid backbone biosynthesis;Biosynthesis of antibiotics;Metabolic pathways;Biosynthesis of secondary metabolites
EC:2.7.4.22	3430.0	0.7104486994817787	skin	0.7667254128110619	
EC:2.7.4.23	2571.0	0.023541705281601346	swab	0.042638194409267804	Metabolic pathways;Pentose phosphate pathway
EC:2.7.4.26	839.0	0.041264936905517115	swab	0.06939127361706063	
EC:2.7.4.3	3170.0	0.2888151690888643	swab	0.3619072329707561	
EC:2.7.4.6	2490.0	0.004183862924671792	swab	0.009351392681162972	Biosynthesis of secondary metabolites;Pyrimidine metabolism;Drug metabolism - other enzymes;Biosynthesis of antibiotics;Metabolic pathways;Purine metabolism
EC:2.7.4.7	2532.0	0.00591277321947251	skin	0.012723764503472533	Thiamine metabolism;Metabolic pathways
EC:2.7.4.8	2957.0	0.10404326069966906	swab	0.15369373938991165	
EC:2.7.4.9	3056.0	0.1728727879844686	swab	0.2343313647013804	
EC:2.7.6.1	3455.0	0.7603979394471423	swab	0.80679126610984	
EC:2.7.6.2	1803.0	2.789365470231567e-06	skin	1.4105089221809274e-05	Thiamine metabolism;Metabolic pathways
EC:2.7.6.3	3316.0	0.5005910958130986	swab	0.5722952185698652	
EC:2.7.6.5	2856.0	0.058305619108841425	swab	0.09293272673160344	
EC:2.7.7.1	2514.0	0.007449547175103853	swab	0.015668221639672707	Nicotinate and nicotinamide metabolism;Metabolic pathways
EC:2.7.7.12	2790.0	0.038601243771540526	skin	0.0652711940136958	
EC:2.7.7.13	679.0	1.7691083510721915e-14	swab	8.752764216882027e-13	Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites;Metabolic pathways;Fructose and mannose metabolism
EC:2.7.7.14	0.0	0.06788915486182899	swab	0.10499992931992205	
EC:2.7.7.15	22.0	0.9527650219907529	swab	0.9644885859149174	
EC:2.7.7.18	3420.0	0.6907985173906388	swab	0.7481610271891526	
EC:2.7.7.19	1813.0	3.173914563369955e-06	swab	1.5788379653600775e-05	
EC:2.7.7.2	2017.0	3.817397629981706e-05	swab	0.00014300198827549683	Riboflavin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites
EC:2.7.7.23	3257.0	0.4065292620834078	swab	0.4828240375327092	
EC:2.7.7.24	1058.0	2.7132507908927962e-11	swab	4.5340964388435086e-10	Streptomycin biosynthesis;Biosynthesis of antibiotics;Polyketide sugar unit biosynthesis;Metabolic pathways;Acarbose and validamycin biosynthesis
EC:2.7.7.27	1089.0	4.7316730177436074e-11	skin	7.334093177502592e-10	Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Starch and sucrose metabolism;Biosynthesis of secondary metabolites
EC:2.7.7.3	3558.0	0.9746142158466742	swab	0.9819594007046802	
EC:2.7.7.33	3134.0	0.247603615673483	swab	0.31638239780500604	
EC:2.7.7.38	3247.0	0.3917019490138498	swab	0.46885868435401495	
EC:2.7.7.39	1120.0	8.19718040809561e-11	skin	1.1847141143862508e-09	Glycerophospholipid metabolism
EC:2.7.7.4	2235.0	0.00039987288826117475	swab	0.0011912647743602405	Sulfur metabolism;Purine metabolism;Selenocompound metabolism;Monobactam biosynthesis;Microbial metabolism in diverse environments;Metabolic pathways;Biosynthesis of antibiotics
EC:2.7.7.41	3414.0	0.6791066340140526	swab	0.7384896238719159	
EC:2.7.7.42	2873.0	0.06455718284590842	skin	0.10146055408331969	
EC:2.7.7.43	2744.0	0.05432175347700522	swab	0.08749565563803778	
EC:2.7.7.47	259.0	3.9456643012132046e-12	swab	8.7007999384485e-11	
EC:2.7.7.49	2160.0	0.0023802159085676514	swab	0.005694946116807837	
EC:2.7.7.53	2642.0	0.013859648140367721	swab	0.027222945245405472	Purine metabolism;Metabolic pathways
EC:2.7.7.56	1916.0	1.1540353145670694e-05	skin	4.9969261899978974e-05	
EC:2.7.7.58	2324.0	0.004780659225442658	swab	0.01056387405291513	Biosynthesis of siderophore group nonribosomal peptides
EC:2.7.7.59	3229.0	0.36585354982129703	swab	0.4421247135976013	
EC:2.7.7.6	3275.0	0.43404754500644627	swab	0.5101251092136201	
EC:2.7.7.60	3100.0	0.21263550082181004	swab	0.27665896366049375	
EC:2.7.7.61	479.0	1.654770324725554e-14	skin	8.427508868066573e-13	
EC:2.7.7.62	1762.0	1.6310199110208347e-06	skin	8.809978761801933e-06	Porphyrin and chlorophyll metabolism;Metabolic pathways
EC:2.7.7.63	1335.0	3.0889937512414133e-09	swab	2.9107302352006092e-08	
EC:2.7.7.65	3011.0	0.1382439075674134	swab	0.19475482759706866	
EC:2.7.7.66	1855.0	0.01465508306366088	swab	0.028394223435842955	
EC:2.7.7.67	70.0	0.00010046868883269846	swab	0.0003357851959580344	Glycerophospholipid metabolism
EC:2.7.7.68	1482.0	2.3250948594390823e-07	swab	1.5688889288139425e-06	Microbial metabolism in diverse environments;Methane metabolism;Metabolic pathways
EC:2.7.7.7	3305.0	0.4822240821938807	swab	0.5539620364192861	
EC:2.7.7.70	2272.0	0.0005773221005065857	swab	0.001644330190390928	Lipopolysaccharide biosynthesis;Metabolic pathways
EC:2.7.7.71	233.0	0.04614518041409442	swab	0.07580993925172654	
EC:2.7.7.72	2102.0	9.906992676086158e-05	skin	0.00033214823407755947	
EC:2.7.7.73	337.0	5.926256013100528e-17	skin	1.408473512446892e-14	Thiamine metabolism;Metabolic pathways
EC:2.7.7.74	277.0	2.6439482668270063e-06	swab	1.3497387452847175e-05	
EC:2.7.7.75	2400.0	0.001918165017952939	swab	0.004748790478473769	Folate biosynthesis;Metabolic pathways
EC:2.7.7.76	978.0	6.264810422557984e-12	swab	1.3535787367526798e-10	Folate biosynthesis
EC:2.7.7.77	3284.0	0.44820081896093866	swab	0.52245316172068	
EC:2.7.7.8	3439.0	0.7283004181016135	skin	0.7812610804008783	
EC:2.7.7.82	542.0	3.0302372281549397e-10	skin	3.768417111060126e-09	
EC:2.7.7.83	2314.0	0.027634935240885814	swab	0.04865935121258853	
EC:2.7.7.85	2916.0	0.08286763588007295	swab	0.12580118747159408	
EC:2.7.7.87	3109.0	0.2215243228430629	swab	0.28717607670382517	
EC:2.7.7.9	2877.0	0.06610588400904983	skin	0.10343854125483365	
EC:2.7.8.11	76.0	1.9466807276256974e-05	swab	7.797659319084956e-05	Glycerophospholipid metabolism;Metabolic pathways;Inositol phosphate metabolism
EC:2.7.8.12	960.0	9.600537148994147e-07	swab	5.5351883993796435e-06	
EC:2.7.8.13	3283.0	0.4466154043373992	skin	0.520888958493837	
EC:2.7.8.14	132.0	0.06448905195968246	swab	0.10146055408331969	
EC:2.7.8.20	1107.0	8.496458411216152e-08	swab	6.288555204702888e-07	Glycerolipid metabolism;Metabolic pathways
EC:2.7.8.24	1666.0	8.452081399546483e-06	swab	3.766458773672901e-05	Glycerophospholipid metabolism;Biosynthesis of secondary metabolites
EC:2.7.8.26	1699.0	6.993705160419371e-07	skin	4.1786411559042e-06	Porphyrin and chlorophyll metabolism;Metabolic pathways
EC:2.7.8.28	2089.0	0.0005065270968050901	swab	0.0014543106846524668	Microbial metabolism in diverse environments;Methane metabolism;Metabolic pathways
EC:2.7.8.31	0.0	0.0002930525201924893	swab	0.0008967658665117805	
EC:2.7.8.33	1743.0	1.2670182732084559e-06	swab	7.0029769674234814e-06	
EC:2.7.8.34	72.0	0.00011560473099447026	swab	0.00038101466810041895	
EC:2.7.8.36	0.0	0.17971249487899976	swab	0.2383168174495849	
EC:2.7.8.37	1907.0	6.742382851391982e-05	swab	0.00023798608777438036	Phosphonate and phosphinate metabolism;Metabolic pathways
EC:2.7.8.41	2451.0	0.003003529169222741	swab	0.0069756231194000465	Glycerophospholipid metabolism;Metabolic pathways
EC:2.7.8.5	2988.0	0.12274490867914487	swab	0.17609078448336074	
EC:2.7.8.6	1773.0	0.009720395042349915	swab	0.019826415365672416	
EC:2.7.8.7	3494.0	0.8402782042446706	swab	0.8746253425203652	
EC:2.7.8.8	2685.0	0.018932736419174367	swab	0.03521488973966433	Glycine, serine and threonine metabolism;Biosynthesis of secondary metabolites;Glycerophospholipid metabolism;Metabolic pathways
EC:2.7.9.1	2726.0	0.025212678020836106	swab	0.04494159857214036	Pyruvate metabolism;Microbial metabolism in diverse environments;Carbon fixation in photosynthetic organisms;Metabolic pathways;Carbon fixation pathways in prokaryotes
EC:2.7.9.2	1924.0	1.27192041855391e-05	skin	5.3661494581593955e-05	Pyruvate metabolism;Microbial metabolism in diverse environments;Carbon fixation pathways in prokaryotes;Methane metabolism;Metabolic pathways
EC:2.7.9.3	2100.0	9.692550469932205e-05	skin	0.00032546884545031374	Metabolic pathways;Selenocompound metabolism
EC:2.8.1.1	1684.0	5.694043239372468e-07	skin	3.499873129028078e-06	Microbial metabolism in diverse environments;Sulfur metabolism;Metabolic pathways
EC:2.8.1.10	2106.0	0.00010349384435511121	skin	0.00034535621384646317	Thiamine metabolism;Metabolic pathways
EC:2.8.1.12	1796.0	2.5472258500783915e-06	swab	1.3065985835294196e-05	Folate biosynthesis;Metabolic pathways
EC:2.8.1.2	1709.0	8.014244086087284e-07	skin	4.683734453590355e-06	Cysteine and methionine metabolism;Metabolic pathways
EC:2.8.1.6	1162.0	1.7077039572980804e-10	skin	2.326610678127767e-09	Metabolic pathways;Biotin metabolism
EC:2.8.1.7	2525.0	0.005585997675416832	swab	0.012081343809622452	Thiamine metabolism;Metabolic pathways
EC:2.8.1.8	1269.0	1.0486934153361085e-09	swab	1.1334865533224024e-08	Metabolic pathways;Lipoic acid metabolism
EC:2.8.2.1	14.0	0.0004188680369191762	swab	0.0012392236942878531	
EC:2.8.2.22	468.0	0.21840313197520222	swab	0.2834690872237308	
EC:2.8.3.1	469.0	1.2614470686489721e-15	skin	1.173145773843544e-13	Pyruvate metabolism;Styrene degradation;Microbial metabolism in diverse environments;Metabolic pathways;Propanoate metabolism
EC:2.8.3.10	638.0	2.2455284657896866e-13	skin	7.504977169256468e-12	
EC:2.8.3.12	1074.0	1.0040755472247145e-10	swab	1.431811730342443e-09	Butanoate metabolism;Styrene degradation;Microbial metabolism in diverse environments;Metabolic pathways
EC:2.8.3.13	0.0	1.7343976283205784e-06	swab	9.29793615783889e-06	
EC:2.8.3.15	0.0	7.952884142692727e-07	swab	4.683734453590355e-06	Microbial metabolism in diverse environments;Metabolic pathways;Toluene degradation
EC:2.8.3.16	3340.0	0.541917102991605	swab	0.6104058363870685	
EC:2.8.3.18	2585.0	0.009000534769353417	skin	0.018511676799660537	Pyruvate metabolism;Biosynthesis of secondary metabolites;Butanoate metabolism;Microbial metabolism in diverse environments;Metabolic pathways;Citrate cycle (TCA cycle);Biosynthesis of antibiotics
EC:2.8.3.19	2708.0	0.68778270184108	swab	0.7452721374053041	
EC:2.8.3.20	357.0	0.0005394929069286421	swab	0.0015448130226510916	
EC:2.8.3.21	21.0	8.709526130355564e-05	swab	0.00029570914909254843	
EC:2.8.3.22	457.0	0.00872909587463235	swab	0.018022718219921425	Microbial metabolism in diverse environments;C5-Branched dibasic acid metabolism;Carbon fixation pathways in prokaryotes;Metabolic pathways
EC:2.8.3.5	3387.0	0.6274767392394125	swab	0.6904180788236128	
EC:2.8.3.6	3420.0	0.9317256863750984	swab	0.9481261860876954	
EC:2.8.3.8	1225.0	2.334707621870106e-09	skin	2.2907979831101636e-08	Butanoate metabolism;Microbial metabolism in diverse environments;Aminobenzoate degradation;Metabolic pathways;Propanoate metabolism
EC:2.8.3.9	1311.0	1.6186497890926234e-08	skin	1.3367922389456066e-07	Lysine degradation;Metabolic pathways
EC:2.8.4.2	453.0	6.268733334063136e-10	swab	7.287402500848395e-09	
EC:2.8.4.3	3252.0	0.39907416038705923	swab	0.47581919123072447	
EC:2.8.4.4	2400.0	0.001918165017952939	swab	0.004748790478473769	
EC:2.8.4.5	3242.0	0.38441298785085054	skin	0.46090772478305453	
EC:2.9.1.1	3527.0	0.9092156983191706	swab	0.9318698508407791	
EC:3.1.1.1	3489.0	0.8299258333181757	swab	0.865534547765762	
EC:3.1.1.11	1937.0	0.0008786260114619882	swab	0.0023819785025566446	Pentose and glucuronate interconversions;Metabolic pathways
EC:3.1.1.15	953.0	0.0003348814423645308	swab	0.0010160445464081295	Ascorbate and aldarate metabolism;Metabolic pathways
EC:3.1.1.17	3471.0	0.79291340815588	skin	0.8342556714438895	
EC:3.1.1.2	0.0	0.06788915486182899	swab	0.10499992931992205	
EC:3.1.1.22	705.0	8.406289525041267e-09	skin	7.339205426148273e-08	
EC:3.1.1.24	3111.0	0.2235352640141195	swab	0.2892570657750766	
EC:3.1.1.27	0.0	0.017960477526078766	swab	0.033640509131595865	Vitamin B6 metabolism;Microbial metabolism in diverse environments
EC:3.1.1.29	3348.0	0.5560611688633014	swab	0.6237099319342432	
EC:3.1.1.3	2989.0	0.12338928429545383	skin	0.17677808379636686	
EC:3.1.1.31	2083.0	8.038714722845981e-05	skin	0.000276889062675806	Biosynthesis of antibiotics;Microbial metabolism in diverse environments;Biosynthesis of secondary metabolites;Metabolic pathways;Pentose phosphate pathway
EC:3.1.1.32	2597.0	0.01416081360721012	swab	0.027507813223984587	alpha-Linolenic acid metabolism;Biosynthesis of secondary metabolites;Glycerophospholipid metabolism;Metabolic pathways
EC:3.1.1.4	2597.0	0.01416081360721012	swab	0.027507813223984587	Linoleic acid metabolism;Biosynthesis of secondary metabolites;Ether lipid metabolism;alpha-Linolenic acid metabolism;Glycerophospholipid metabolism;Arachidonic acid metabolism;Metabolic pathways
EC:3.1.1.41	3220.0	0.7482582639680918	swab	0.7958848466572592	
EC:3.1.1.45	2886.0	0.06970255950103815	skin	0.10749370928098097	
EC:3.1.1.5	1559.0	9.671412119099445e-08	swab	7.01259339754363e-07	Glycerophospholipid metabolism
EC:3.1.1.53	1845.0	4.776460356843521e-06	swab	2.2856484794828392e-05	
EC:3.1.1.57	1884.0	0.027526719487495813	skin	0.04865935121258853	Microbial metabolism in diverse environments;Aminobenzoate degradation;Benzoate degradation;Metabolic pathways
EC:3.1.1.61	2440.0	0.002730566595389194	swab	0.006418331810480753	
EC:3.1.1.73	1722.0	7.249259363985861e-05	swab	0.0002541994390092747	
EC:3.1.1.74	43.0	0.19610818609418723	swab	0.257346877334642	
EC:3.1.1.75	3523.0	0.9008124260604274	swab	0.9272559092123457	
EC:3.1.1.81	544.0	0.0014901636074527384	swab	0.0037810912886612185	
EC:3.1.1.83	0.0	0.0009815397525216685	swab	0.002611335237119215	Limonene and pinene degradation;Caprolactam degradation
EC:3.1.1.85	842.0	4.684869586373745e-13	skin	1.3541805466558706e-11	Metabolic pathways;Biotin metabolism
EC:3.1.1.95	0.0	0.0009815397525216685	swab	0.002611335237119215	Biosynthesis of type II polyketide products;Biosynthesis of antibiotics
EC:3.1.11.1	2700.0	0.029513659763067225	swab	0.051324974173333975	
EC:3.1.11.2	2877.0	0.06610588400904983	skin	0.10343854125483365	
EC:3.1.11.3	0.0	8.857457687863547e-05	swab	0.0003002551821606993	
EC:3.1.11.5	2772.0	0.03433246258366998	swab	0.05903306870295024	
EC:3.1.11.6	3007.0	0.13544514751394257	swab	0.19199282341439575	
EC:3.1.12.1	2000.0	0.0001948064106925619	swab	0.0006109837426266715	
EC:3.1.13.1	3383.0	0.7320538084516804	swab	0.7847514819920359	
EC:3.1.13.3	1921.0	1.2264267067662996e-05	swab	5.205742417370564e-05	
EC:3.1.13.5	2508.0	0.0048591883787986465	skin	0.010726319857843452	
EC:3.1.2.1	1392.0	0.01852049799780084	swab	0.034568373337896426	Pyruvate metabolism;Metabolic pathways
EC:3.1.2.12	2622.0	0.011939859068997666	skin	0.023824028496815305	Microbial metabolism in diverse environments;Methane metabolism;Metabolic pathways
EC:3.1.2.2	0.0	0.011718685599768628	swab	0.023448333487282598	Biosynthesis of unsaturated fatty acids;Fatty acid elongation;Biosynthesis of secondary metabolites
EC:3.1.2.20	0.0	0.007685794055213263	swab	0.016054603011817548	
EC:3.1.2.21	735.0	0.00016382889259401067	skin	0.0005183875758263148	Metabolic pathways;Fatty acid biosynthesis
EC:3.1.2.23	2652.0	0.02114092208015595	swab	0.03871612356973765	Ubiquinone and other terpenoid-quinone biosynthesis;Microbial metabolism in diverse environments;Metabolic pathways;Benzoate degradation;Biosynthesis of secondary metabolites
EC:3.1.2.28	2742.0	0.09794118673581738	swab	0.14574245579157452	
EC:3.1.2.29	451.0	0.00038248552071626964	swab	0.001147456562148809	
EC:3.1.2.30	656.0	0.0025518042935962454	skin	0.006078142872224239	Microbial metabolism in diverse environments;Glyoxylate and dicarboxylate metabolism;Metabolic pathways
EC:3.1.2.4	24.0	1.798848069179905e-05	swab	7.343007671709574e-05	Valine, leucine and isoleucine degradation;beta-Alanine metabolism;Metabolic pathways;Propanoate metabolism
EC:3.1.2.6	453.0	1.3888337621000631e-16	skin	2.970715417132035e-14	Pyruvate metabolism;Metabolic pathways
EC:3.1.21.1	2435.0	0.017215131308938203	swab	0.03284849765371883	
EC:3.1.21.2	2721.0	0.024361003043485638	swab	0.04364169640704839	
EC:3.1.21.3	1718.0	9.054195990242685e-07	skin	5.262751419328561e-06	
EC:3.1.21.4	2470.0	0.14711087972196374	swab	0.20499685454415664	
EC:3.1.21.5	602.0	3.5301488092897205e-15	skin	2.6967815368109687e-13	
EC:3.1.21.7	2287.0	0.0010174833978489723	swab	0.0026874196487864104	
EC:3.1.22.4	3524.0	0.9029122396591329	swab	0.9289703129537688	
EC:3.1.25.1	0.0	0.10880943004054568	swab	0.15811370302766792	
EC:3.1.26.11	1433.0	1.453871017682573e-08	swab	1.2147773854777435e-07	
EC:3.1.26.12	1955.0	1.8465999908189234e-05	skin	7.480828371897116e-05	
EC:3.1.26.3	3431.0	0.7124246073397554	swab	0.7680827797881739	
EC:3.1.26.4	2663.0	0.016163945680330152	swab	0.031008681444149058	
EC:3.1.26.5	2957.0	0.10404326069966906	swab	0.15369373938991165	
EC:3.1.26.8	1219.0	7.5692394477403e-10	skin	8.658076566158556e-09	
EC:3.1.27.1	2789.0	0.05267794045757866	swab	0.08542692542741528	
EC:3.1.27.3	2138.0	0.0003536384291277428	skin	0.001066900705083557	
EC:3.1.27.6	351.0	0.02419618028957937	swab	0.04341915238205559	
EC:3.1.3.1	2002.0	3.209903365397202e-05	swab	0.00012217052132712842	Folate biosynthesis;Thiamine metabolism;Metabolic pathways
EC:3.1.3.10	438.0	0.01402422937412011	swab	0.02742031684757122	Microbial metabolism in diverse environments;Glycolysis / Gluconeogenesis
EC:3.1.3.11	1302.0	1.8065748616104986e-09	skin	1.8489299660214623e-08	Biosynthesis of secondary metabolites;Glycolysis / Gluconeogenesis;Carbon fixation in photosynthetic organisms;Pentose phosphate pathway;Microbial metabolism in diverse environments;Metabolic pathways;Fructose and mannose metabolism;Methane metabolism;Biosynthesis of antibiotics
EC:3.1.3.12	3234.0	0.37292461357353923	skin	0.44889462489240317	
EC:3.1.3.15	2881.0	0.06768506984905548	swab	0.10499992931992205	
EC:3.1.3.16	2359.0	0.001321160877341481	swab	0.003412998933132159	
EC:3.1.3.18	2496.0	0.004398870320849578	swab	0.009801232933642967	Biosynthesis of antibiotics;Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites
EC:3.1.3.2	3361.0	0.8055720443716707	swab	0.8450802368371769	
EC:3.1.3.23	2602.0	0.010259650529140015	swab	0.02084082856774026	
EC:3.1.3.25	2644.0	0.014065862338187527	swab	0.027476602320897825	Streptomycin biosynthesis;Biosynthesis of antibiotics;Metabolic pathways;Inositol phosphate metabolism
EC:3.1.3.26	1207.0	0.006550259497633118	skin	0.013899806612536944	Metabolic pathways;Inositol phosphate metabolism
EC:3.1.3.27	2766.0	0.033002240022002735	skin	0.05692886403795472	
EC:3.1.3.3	1598.0	1.7008747825231348e-07	skin	1.162355003136417e-06	Biosynthesis of antibiotics;Microbial metabolism in diverse environments;Glycine, serine and threonine metabolism;Methane metabolism;Metabolic pathways
EC:3.1.3.37	2803.0	0.05743897203205563	swab	0.09168803072878134	
EC:3.1.3.4	950.0	0.0013112212750623488	swab	0.00339141754215038	Biosynthesis of secondary metabolites;Ether lipid metabolism;Glycerolipid metabolism;Glycerophospholipid metabolism;Sphingolipid metabolism;Metabolic pathways
EC:3.1.3.41	3243.0	0.472536762869329	skin	0.5448820138962236	
EC:3.1.3.45	3454.0	0.7583790528179917	swab	0.8050485329914066	
EC:3.1.3.48	1986.0	2.6636309363421538e-05	skin	0.00010359102859701578	
EC:3.1.3.5	2803.0	0.04195774295292966	swab	0.07050087366560608	
EC:3.1.3.6	1769.0	1.7889497380096443e-06	swab	9.501762009521003e-06	Pyrimidine metabolism;Purine metabolism;Metabolic pathways
EC:3.1.3.69	390.0	0.02687882616560587	swab	0.047673141930539766	
EC:3.1.3.7	2060.0	6.221859745878495e-05	swab	0.00022255113706411543	Microbial metabolism in diverse environments;Sulfur metabolism;Metabolic pathways
EC:3.1.3.70	1397.0	0.00016820152244379483	swab	0.0005306534756744501	Metabolic pathways;Fructose and mannose metabolism
EC:3.1.3.71	2084.0	8.128106275821363e-05	skin	0.0002790693310430481	Microbial metabolism in diverse environments;Methane metabolism;Metabolic pathways
EC:3.1.3.73	1701.0	7.187237375272494e-07	skin	4.258587464185004e-06	Porphyrin and chlorophyll metabolism;Metabolic pathways
EC:3.1.3.77	1999.0	0.17435793006586664	swab	0.23556024752885843	
EC:3.1.3.78	30.0	7.609322951173988e-06	swab	3.4410870597380886e-05	
EC:3.1.3.79	22.0	0.5750621301739497	swab	0.6416577446228892	
EC:3.1.3.8	1655.0	6.265411704627048e-07	swab	3.79652001025418e-06	Metabolic pathways;Inositol phosphate metabolism
EC:3.1.3.81	950.0	0.0013112212750623488	swab	0.00339141754215038	Glycerolipid metabolism;Glycerophospholipid metabolism;Biosynthesis of secondary metabolites
EC:3.1.3.82	2724.0	0.024868963831318053	swab	0.04444002809957337	Lipopolysaccharide biosynthesis;Metabolic pathways
EC:3.1.3.83	2724.0	0.024868963831318053	swab	0.04444002809957337	Lipopolysaccharide biosynthesis
EC:3.1.3.87	2304.0	0.5506145083127207	swab	0.6191650632328396	
EC:3.1.3.89	2140.0	0.1043703723079587	swab	0.15407054959746286	
EC:3.1.3.90	1723.0	0.00045408036447927	skin	0.0013286975371014482	Metabolic pathways;Starch and sucrose metabolism
EC:3.1.3.92	329.0	0.0029010146250489075	swab	0.0067817161562618725	Metabolic pathways;Biosynthesis of secondary metabolites - other antibiotics
EC:3.1.3.93	30.0	1.2112560943708008e-05	swab	5.204085237802652e-05	Ascorbate and aldarate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites
EC:3.1.30.1	522.0	0.36799777707190495	swab	0.44396347724580076	
EC:3.1.31.1	2925.0	0.11587390301736393	swab	0.16713032943637318	
EC:3.1.4.12	0.0	0.017960477526078766	swab	0.033640509131595865	Sphingolipid metabolism;Metabolic pathways
EC:3.1.4.14	661.0	0.041002999217267584	swab	0.06900504746320643	
EC:3.1.4.16	1769.0	1.7889497380096443e-06	swab	9.501762009521003e-06	Pyrimidine metabolism;Purine metabolism;Metabolic pathways
EC:3.1.4.17	621.0	0.5357382826870816	swab	0.6051026277436381	
EC:3.1.4.3	1839.0	2.980259478634944e-05	swab	0.00011444838464632218	Ether lipid metabolism;Biosynthesis of secondary metabolites;Glycerophospholipid metabolism;Metabolic pathways;Inositol phosphate metabolism
EC:3.1.4.37	0.0	0.06788915486182899	swab	0.10499992931992205	
EC:3.1.4.4	312.0	7.35983548120689e-05	swab	0.0002576544696285031	Ether lipid metabolism;Biosynthesis of secondary metabolites;Glycerophospholipid metabolism;Metabolic pathways
EC:3.1.4.46	2799.0	0.04089961071370241	skin	0.068885249855598	
EC:3.1.4.52	1574.0	0.6838124007232653	swab	0.74285156178114	
EC:3.1.4.55	2143.0	0.00015424452976171239	swab	0.0004909658469647363	Phosphonate and phosphinate metabolism;Metabolic pathways
EC:3.1.5.1	1017.0	1.2871701823901208e-11	swab	2.5029609273931526e-10	Purine metabolism;Metabolic pathways
EC:3.1.6.1	1963.0	2.0309546702882175e-05	swab	8.104873208482271e-05	Steroid hormone biosynthesis;Sphingolipid metabolism
EC:3.1.6.12	76.0	0.2789649507806645	swab	0.35059108679191625	
EC:3.1.6.13	657.0	0.17807275753924534	swab	0.2383168174495849	
