sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
AS218	AS218	16 rRNA V3V4 metabarcoding sample of Carasobarbus canis Fish skin swab collected from Israel:Jordan River, North of Sea of Galilee biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS218_S45_L001_R1_001.fastq.gz	AS218_S45_L001_R2_001.fastq.gz
AS155	AS155	16 rRNA V3V4 metabarcoding sample of Garra jordanica Fish skin swab collected from Israel:Snir Stream biological replicate 2	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS155_S44_L001_R1_001.fastq.gz	AS155_S44_L001_R2_001.fastq.gz
AS66	AS66	16 rRNA V3V4 metabarcoding sample of Sarotherodon  galilaeus Fish skin swab collected from Israel:Tel Saharonim biological replicate 4	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS66_S9_L001_R1_001.fastq.gz	AS66_S9_L001_R2_001.fastq.gz
AS195	AS195	16 rRNA V3V4 metabarcoding sample of Capoeta damascina Fish skin swab collected from Israel:Snir Stream biological replicate 4	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS195_S85_L001_R1_001.fastq.gz	AS195_S85_L001_R2_001.fastq.gz
AS71	AS71	16 rRNA V3V4 metabarcoding sample of Oreochromis Fish skin swab collected from Israel:Tel Saharonim biological replicate 2	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS71_S14_L001_R1_001.fastq.gz	AS71_S14_L001_R2_001.fastq.gz
AS81	AS81	16 rRNA V3V4 metabarcoding sample of Mugil Fish skin swab collected from Israel:Asi Stream biological replicate 3	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS81_S24_L001_R1_001.fastq.gz	AS81_S24_L001_R2_001.fastq.gz
AS120	AS120	16 rRNA V3V4 metabarcoding sample of Oxynoemacheilus insignis Fish skin swab collected from Israel:Hermon Stream biological replicate 2	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS120_S58_L001_R1_001.fastq.gz	AS120_S58_L001_R2_001.fastq.gz
AS231	AS231	16 rRNA V3V4 metabarcoding sample of Oxynoemacheilus insignis Fish skin swab collected from Israel:Jordan River, North of Sea of Galilee biological replicate 6	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS231_S65_L001_R1_001.fastq.gz	AS231_S65_L001_R2_001.fastq.gz
AS221	AS221	16 rRNA V3V4 metabarcoding sample of Carasobarbus canis Fish skin swab collected from Israel:Jordan River, North of Sea of Galilee biological replicate 4	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS221_S48_L001_R1_001.fastq.gz	AS221_S48_L001_R2_001.fastq.gz
AS241	AS241	16 rRNA V3V4 metabarcoding sample of Sarotherodon  galilaeus Fish skin swab collected from Israel:Jordan River, North of Sea of Galilee biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS241_S71_L001_R1_001.fastq.gz	AS241_S71_L001_R2_001.fastq.gz
AS116	AS116	16 rRNA V3V4 metabarcoding sample of Oxynoemacheilus insignis Fish skin swab collected from Israel:Hermon Stream biological replicate 3	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS116_S55_L001_R1_001.fastq.gz	AS116_S55_L001_R2_001.fastq.gz
AS147BC23	AS147BC23	16 rRNA V3V4 metabarcoding sample of  Water collected from Israel:Snir Stream 	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS147BC23_S157_L001_R1_001.fastq.gz	AS147BC23_S157_L001_R2_001.fastq.gz
AS244	AS244	16 rRNA V3V4 metabarcoding sample of Pseudophoxinus kervillei Fish skin swab collected from Israel:Jordan River, North of Sea of Galilee biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS244_S67_L001_R1_001.fastq.gz	AS244_S67_L001_R2_001.fastq.gz
AS184	AS184	16 rRNA V3V4 metabarcoding sample of Acanthobrama lissneri Fish skin swab collected from Israel:Snir Stream biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS184_S73_L001_R1_001.fastq.gz	AS184_S73_L001_R2_001.fastq.gz
AS74	AS74	16 rRNA V3V4 metabarcoding sample of Gambusia affinis Fish skin swab collected from Israel:Asi Stream biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS74_S17_L001_R1_001.fastq.gz	AS74_S17_L001_R2_001.fastq.gz
AS95BC15	AS95BC15	16 rRNA V3V4 metabarcoding sample of  Water collected from Israel:Tel Saharonim 	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS95BC15_S149_L001_R1_001.fastq.gz	AS95BC15_S149_L001_R2_001.fastq.gz
AS112	AS112	16 rRNA V3V4 metabarcoding sample of Capoeta damascina Fish skin swab collected from Israel:Hermon Stream biological replicate 3	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS112_S10_L001_R1_001.fastq.gz	AS112_S10_L001_R2_001.fastq.gz
AS109BC18	AS109BC18	16 rRNA V3V4 metabarcoding sample of  Water collected from Israel:Hermon Stream 	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS109BC18_S152_L001_R1_001.fastq.gz	AS109BC18_S152_L001_R2_001.fastq.gz
AS196	AS196	16 rRNA V3V4 metabarcoding sample of Capoeta damascina Fish skin swab collected from Israel:Snir Stream biological replicate 5	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS196_S86_L001_R1_001.fastq.gz	AS196_S86_L001_R2_001.fastq.gz
AS170	AS170	16 rRNA V3V4 metabarcoding sample of Garra jordanica Fish skin swab collected from Israel:Snir Stream biological replicate 4	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS170_S59_L001_R1_001.fastq.gz	AS170_S59_L001_R2_001.fastq.gz
AS168	AS168	16 rRNA V3V4 metabarcoding sample of Garra jordanica Fish skin swab collected from Israel:Snir Stream biological replicate 2	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS168_S57_L001_R1_001.fastq.gz	AS168_S57_L001_R2_001.fastq.gz
AS118BC19	AS118BC19	16 rRNA V3V4 metabarcoding sample of  Water collected from Israel:Hermon Stream 	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS118BC19_S153_L001_R1_001.fastq.gz	AS118BC19_S153_L001_R2_001.fastq.gz
AS143	AS143	16 rRNA V3V4 metabarcoding sample of Oxynoemacheilus insignis Fish skin swab collected from Israel:Tel Saharonim biological replicate 3	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS143_S83_L001_R1_001.fastq.gz	AS143_S83_L001_R2_001.fastq.gz
AS177	AS177	16 rRNA V3V4 metabarcoding sample of Oxynoemacheilus insignis Fish skin swab collected from Israel:Snir Stream biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS177_S66_L001_R1_001.fastq.gz	AS177_S66_L001_R2_001.fastq.gz
AS222	AS222	16 rRNA V3V4 metabarcoding sample of Acanthobrama lissneri Fish skin swab collected from Israel:Jordan River, North of Sea of Galilee biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS222_S75_L001_R1_001.fastq.gz	AS222_S75_L001_R2_001.fastq.gz
AS79	AS79	16 rRNA V3V4 metabarcoding sample of Mugil Fish skin swab collected from Israel:Asi Stream biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS79_S21_L001_R1_001.fastq.gz	AS79_S21_L001_R2_001.fastq.gz
AS134	AS134	16 rRNA V3V4 metabarcoding sample of Capoeta damascina Fish skin swab collected from Israel:Hermon Stream biological replicate 7	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS134_S94_L001_R1_001.fastq.gz	AS134_S94_L001_R2_001.fastq.gz
AS130	AS130	16 rRNA V3V4 metabarcoding sample of Capoeta damascina Fish skin swab collected from Israel:Hermon Stream biological replicate 3	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS130_S90_L001_R1_001.fastq.gz	AS130_S90_L001_R2_001.fastq.gz
AS240	AS240	16 rRNA V3V4 metabarcoding sample of Coptodon zillii Fish skin swab collected from Israel:Jordan River, North of Sea of Galilee biological replicate 4	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS240_S42_L001_R1_001.fastq.gz	AS240_S42_L001_R2_001.fastq.gz
AS167	AS167	16 rRNA V3V4 metabarcoding sample of Garra jordanica Fish skin swab collected from Israel:Snir Stream biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS167_S56_L001_R1_001.fastq.gz	AS167_S56_L001_R2_001.fastq.gz
AS192	AS192	16 rRNA V3V4 metabarcoding sample of Capoeta damascina Fish skin swab collected from Israel:Snir Stream biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS192_S81_L001_R1_001.fastq.gz	AS192_S81_L001_R2_001.fastq.gz
